timestamp,x,y,z
2025-01-25 21:27:31.692342000,-112.46,221.091,189.954
2025-01-25 21:27:31.695343200,-112.34,221.114,189.954
2025-01-25 21:27:31.698434000,-112.22,221.137,189.954
2025-01-25 21:27:31.701347400,-112.1,221.16,189.954
2025-01-25 21:27:31.704399900,-111.979,221.184,189.954
2025-01-25 21:27:31.707331900,-111.859,221.207,189.954
2025-01-25 21:27:31.710336400,-111.739,221.23,189.954
2025-01-25 21:27:31.713503300,-111.619,221.253,189.954
2025-01-25 21:27:31.716362200,-111.498,221.277,189.955
2025-01-25 21:27:31.719328600,-111.378,221.3,189.955
2025-01-25 21:27:31.722380400,-111.258,221.323,189.955
2025-01-25 21:27:31.725346200,-111.137,221.347,189.955
2025-01-25 21:27:31.728362400,-111.017,221.37,189.955
2025-01-25 21:27:31.731468200,-110.896,221.393,189.955
2025-01-25 21:27:31.734343900,-110.776,221.417,189.955
2025-01-25 21:27:31.737357700,-110.655,221.44,189.955
2025-01-25 21:27:31.740335000,-110.535,221.463,189.955
2025-01-25 21:27:31.743393000,-110.415,221.487,189.955
2025-01-25 21:27:31.746451600,-110.294,221.51,189.956
2025-01-25 21:27:31.749381600,-110.173,221.533,189.956
2025-01-25 21:27:31.752348500,-110.053,221.557,189.956
2025-01-25 21:27:31.755365900,-109.932,221.58,189.956
2025-01-25 21:27:31.758335100,-109.812,221.603,189.956
2025-01-25 21:27:31.761326400,-109.691,221.627,189.956
2025-01-25 21:27:31.764529300,-109.57,221.65,189.956
2025-01-25 21:27:31.767360100,-109.45,221.673,189.956
2025-01-25 21:27:31.770346600,-109.329,221.697,189.956
2025-01-25 21:27:31.773462100,-109.208,221.72,189.956
2025-01-25 21:27:31.776352400,-109.088,221.744,189.956
2025-01-25 21:27:31.779441600,-108.967,221.767,189.956
2025-01-25 21:27:31.782377000,-108.846,221.79,189.956
2025-01-25 21:27:31.785334800,-108.725,221.814,189.956
2025-01-25 21:27:31.788372100,-108.605,221.837,189.956
2025-01-25 21:27:31.791352500,-108.484,221.861,189.956
2025-01-25 21:27:31.794337600,-108.363,221.884,189.956
2025-01-25 21:27:31.797505500,-108.242,221.908,189.956
2025-01-25 21:27:31.800357800,-108.121,221.931,189.956
2025-01-25 21:27:31.803344500,-108.0,221.955,189.956
2025-01-25 21:27:31.806459900,-107.879,221.978,189.956
2025-01-25 21:27:31.809368500,-107.758,222.002,189.956
2025-01-25 21:27:31.812393200,-107.637,222.025,189.956
2025-01-25 21:27:31.815405100,-107.516,222.049,189.956
2025-01-25 21:27:31.818330900,-107.395,222.072,189.956
2025-01-25 21:27:31.821432800,-107.274,222.096,189.956
2025-01-25 21:27:31.824343100,-107.153,222.119,189.956
2025-01-25 21:27:31.827328200,-107.032,222.143,189.956
2025-01-25 21:27:31.830513300,-106.911,222.166,189.956
2025-01-25 21:27:31.833374700,-106.79,222.19,189.956
2025-01-25 21:27:31.836377800,-106.669,222.214,189.956
2025-01-25 21:27:31.839376800,-106.547,222.237,189.957
2025-01-25 21:27:31.842332800,-106.426,222.261,189.957
2025-01-25 21:27:31.845339200,-106.305,222.284,189.957
2025-01-25 21:27:31.848418300,-106.184,222.308,189.957
2025-01-25 21:27:31.851337200,-106.062,222.332,189.957
2025-01-25 21:27:31.854500700,-105.941,222.355,189.957
2025-01-25 21:27:31.857349900,-105.82,222.379,189.957
2025-01-25 21:27:31.860351000,-105.698,222.403,189.957
2025-01-25 21:27:31.863446800,-105.577,222.426,189.958
2025-01-25 21:27:31.866371400,-105.456,222.45,189.958
2025-01-25 21:27:31.869373500,-105.334,222.474,189.958
2025-01-25 21:27:31.872405500,-105.213,222.498,189.958
2025-01-25 21:27:31.875336200,-105.091,222.521,189.958
2025-01-25 21:27:31.878334200,-104.97,222.545,189.958
